Diagnosis,Specialist,DxGroup
POST-DENGUE MENSTRUAL IRREGULARITY,Gynecologist,AbnormalUterineBleeding
POST-EXERCISE MUSCLE SORENESS,Orthopedist,SprainsAndStrains
POST-FRACTURE STIFFNESS,Orthopedist,SprainsAndStrains
POST-GASTRIC SLEEVE COMPLICATIONS,Gastroenterologist,GastroenterologyOther
POST-HEART ATTACK SYMPTOMS,CardiovascularSpecialist,HeartAttack
POST-HERPETIC NEURALGIA,Neurologist,NeurologyConditionsOther
POST-INFECTIOUS AIRWAY HYPERRESPONSIVENESS,Pulmonologist,Asthma
POST-INFECTIOUS ANOSMIA,Otolaryngologist,OtolaryngologyOther
POST-INFECTIOUS BRONCHOSPASM,Pulmonologist,Asthma
POST-INFECTIOUS ENCEPHALITIS,Neurologist,CNSInfections
POST-INFECTIOUS IRRITABLE BOWEL SYNDROME,Gastroenterologist,IBS
POST-INFECTIOUS IRRITABLE BOWEL SYNDROME (PI-IBS),Gastroenterologist,IBS
POST-INFECTIOUS MYOPATHY,Neurologist,Myopathy
POST-INFECTIOUS THROAT IRRITATION,Otolaryngologist,Pharygitis
POST-INFLAMMATORY SCARRING,Dermatologist,Acne
POST-INTUBATION INJURY,Pulmonologist,PulmonologyOther
POST-IVF SYMPTOMS,Obstetrician,PregnancyConditions
POST-LEPTOSPIROSIS SYNDROME,InfectiousDiseaseSpecialist,ZoonoticDiseases
POST-MALARIA NEUROLOGICAL SYNDROME,Neurologist,NeurologyConditionsOther
POST-MALARIA SYNDROME,InfectiousDiseaseSpecialist,Malaria
POST-MASTURBATION GUILT SYNDROME (PMGS),Psychiatrist,PsychiatryOther
POST-MASTURBATION PAIN,Urologist,Painsyndrome
POST-MINOCYCLINE SYNDROME,Dermatologist,Acne
POST-MIRENA SYNDROME,Gynecologist,AdverseReactionToMedication
POST-MISCARRIAGE BLEEDING,Obstetrician,PregnancyConditions
POST-MISCARRIAGE HORMONAL IMBALANCE,Obstetrician,PregnancyConditions
POST-MISCARRIAGE RECOVERY,Obstetrician,PregnancyConditions
POST-OPERATIVE BLEEDING,Generalist,Generalist
POST-OPERATIVE DISCOMFORT,Generalist,Painsyndrome
POST-OPERATIVE HEADACHE,Neurologist,HeadacheOther
POST-OPERATIVE INFLAMMATION,Generalist,Generalist
POST-OPERATIVE VISUAL DISTURBANCES,Ophthalmologist,OphthalmologyOther
POST-PENECTOMY PAIN SYNDROME,Urologist,Painsyndrome
POST-SMOKING CESSATION MUCUS CHANGES,Pulmonologist,Bronchitis
POST-SSRI SEXUAL DYSFUNCTION (PSSD),Psychiatrist,SexualFunctionConditions
POST-STEROID HYPOGONADISM,Endocrinologist,AdverseReactionToMedication
POST-STROKE ANXIETY DISORDER,Psychiatrist,AnxietyDisorders
POST-STROKE APHASIA,Neurologist,Stroke
POST-STROKE COGNITIVE IMPAIRMENT,Neurologist,Stroke
POST-STROKE MUSCLE WEAKNESS,Neurologist,Stroke
POST-STROKE ORTHOSTATIC HYPOTENSION,Neurologist,Hypotension
POST-SURGERY EFFECTS,Generalist,Generalist
POST-SURGERY STRESS,Psychiatrist,AnxietyDisorders
POST-SURGICAL BLURRY VISION,Ophthalmologist,OphthalmologyOther
POST-SURGICAL COMPLICATION,Generalist,Generalist
POST-SURGICAL DISCOMFORT,Generalist,Painsyndrome
POST-SURGICAL FATIGUE,Generalist,Fatigue
POST-SURGICAL LIVER INFLAMMATION,Gastroenterologist,Hepatitis
POST-SURGICAL MUSCLE PAIN,Orthopedist,Painsyndrome
POST-SURGICAL NEURALGIA,Neurologist,NeurologyConditionsOther
POST-SURGICAL PAIN,Generalist,Painsyndrome
POST-SURGICAL PAIN SYNDROME,Generalist,Painsyndrome
POST-TERM PREGNANCY,Obstetrician,PregnancyConditions
POST-THROMBOTIC SYNDROME,CardiovascularSpecialist,Painsyndrome
POST-THROMBOTIC SYNDROME (PTS),CardiovascularSpecialist,DVT
POST-TONSILLECTOMY COMPLICATIONS,Otolaryngologist,OtolaryngologyOther
POST-TONSILLECTOMY COUGH,Otolaryngologist,OtolaryngologyOther
POST-TONSILLECTOMY PAIN,Otolaryngologist,OtolaryngologyOther
POST-TRAUMATIC ANKLE IMPINGEMENT,Orthopedist,Neuropathy
POST-TRAUMATIC ANKLE PAIN,Orthopedist,Painsyndrome
POST-TRAUMATIC ENCEPHALOPATHY,Neurologist,Encephalopathy
POST-TRAUMATIC ENCEPHALOPATHY (PTE),Neurologist,TraumaticBrainInjury
POST-TRAUMATIC EPILEPSY,Neurologist,Epilepsy
POST-TRAUMATIC EYE PAIN,Ophthalmologist,Painsyndrome
POST-TRAUMATIC HYDROCEPHALUS,Neurologist,NeurologyConditionsOther
POST-TRAUMATIC MELANOSIS,Gastroenterologist,GastroenterologyOther
POST-TRAUMATIC NEUROPATHY,Neurologist,Neuropathy
POST-TRAUMATIC OLFACTORY DYSFUNCTION,Otolaryngologist,OtolaryngologyOther
POST-TRAUMATIC PENILE EDEMA,Urologist,UrologyMenOther
POST-TRAUMATIC RHINITIS,Otolaryngologist,Rhinitis
POST-TRAUMATIC SCROTAL PAIN,Urologist,Painsyndrome
POST-TRAUMATIC STRESS DISORDER (PTSD) EXACERBATION,Psychiatrist,PostTraumaticStressDisorder
POST-TRAUMATIC STRESS DISORDER (PTSD) WITH DISSOCIATIVE SYMPTOMS,Psychiatrist,PostTraumaticStressDisorder
POST-TRAUMATIC TREMOR,Neurologist,MovementDisorderOther
POST-TRAUMATIC VISION SYNDROME,Ophthalmologist,OphthalmologyOther
POST-TRAVEL FATIGUE,Generalist,Fatigue
POST-TUBERCULOSIS BRONCHIECTASIS,Pulmonologist,Tuberculosis
POST-TUBERCULOSIS COMPLICATIONS,InfectiousDiseaseSpecialist,Tuberculosis
POST-TUBERCULOSIS FATIGUE,Generalist,Tuberculosis
POST-TUBERCULOSIS FIBROSIS,Pulmonologist,Tuberculosis
POST-TUBERCULOSIS KYPHOSIS,Orthopedist,Tuberculosis
POST-TUBERCULOSIS LUNG DAMAGE,Pulmonologist,Tuberculosis
POST-TUBERCULOSIS SEQUELAE,Generalist,Tuberculosis
POST-TUBERCULOSIS SYNDROME,Pulmonologist,Tuberculosis
POST-TYPHOID SYNDROME,InfectiousDiseaseSpecialist,BacterialInfections
POST-VACCINATION HEADACHE,Neurologist,HeadacheOther
POST-VACCINATION SYNDROME,AdverseReactionSpecialist,AdverseReactionToVaccine
POST-VIRAL ITCHINESS,Dermatologist,Pruritus
POST-VIRAL PRURITUS,Dermatologist,Pruritus
POST-VIRAL WEAKNESS,Neurologist,NeurologyConditionsOther
POST-WAXING FOLLICULITIS,Dermatologist,SkinInfections
POSTCOITAL BLEEDING,Gynecologist,AbnormalUterineBleeding
POSTERIOR ANKLE IMPINGEMENT,Orthopedist,Neuropathy
POSTERIOR CYST-RELATED COMPLICATIONS,Dermatologist,DermatologyConditionsOther
POSTERIOR IMPINGEMENT SYNDROME,Orthopedist,Neuropathy
POSTERIOR NOSEBLEED,Otolaryngologist,OtolaryngologyOther
POSTERIOR TIBIAL TENDON DYSFUNCTION,Orthopedist,Tendonitis
POSTERIOR TIBIAL TENDONITIS,Orthopedist,Tendonitis
POSTERIOR URETHRAL VALVES,Urologist,UrologyMenOther
POSTHERPETIC NEURALGIA (PHN),Neurologist,Neuropathy
POSTICTAL VISUAL IMPAIRMENT,Neurologist,SeizureorSeizureDisorder
POSTMENOPAUSAL SENILE ATROPHY OF THE UTERUS,Gynecologist,Menopause
POSTOPERATIVE ANOREXIA,Gastroenterologist,GastroenterologyOther
POSTOPERATIVE DELIRIUM,Neurologist,NeurologyConditionsOther
POSTOPERATIVE EDEMA,Generalist,Generalist
POSTOPERATIVE RECOVERY,Generalist,Generalist
POSTPARTUM AMENORRHEA,Obstetrician,Menstrual Conditions
POSTPARTUM ANEMIA,Obstetrician,Anemia
POSTPARTUM BACK PAIN,Obstetrician,SprainsAndStrains
POSTPARTUM COMPLICATIONS,Obstetrician,GynecologyOther
POSTPARTUM CONSTIPATION,Obstetrician,Constipation
POSTPARTUM DEPRESSION (PPD),Psychiatrist,Depression
POSTPARTUM FEVER,Obstetrician,InfectiousDiseasesOther
POSTPARTUM FITNESS RECOVERY,Obstetrician,PregnancyConditions
POSTPARTUM GASTROINTESTINAL ISSUES,Obstetrician,GastroenterologyOther
POSTPARTUM HEADACHE,Obstetrician,HeadacheOther
POSTPARTUM HYPEREMESIS GRAVIDARUM,Obstetrician,Vomiting
POSTPARTUM HYPOTHYROIDISM,Obstetrician,ThyroidDisorders
POSTPARTUM MUSCLE PAIN,Obstetrician,SprainsAndStrains
POSTPARTUM MUSCLE WEAKNESS,Obstetrician,NeurologyConditionsOther
POSTPARTUM PELVIC GIRDLE PAIN,Obstetrician,PelvicPain
POSTPARTUM PELVIC PAIN,Obstetrician,PelvicPain
POSTPARTUM PERINEAL PAIN,Obstetrician,PelvicPain
POSTPARTUM PREECLAMPSIA,Obstetrician,Hypertension
POSTPARTUM RIB CAGE CHANGES,Obstetrician,SprainsAndStrains
POSTPARTUM SEIZURES,Obstetrician,SeizureorSeizureDisorder
POSTPARTUM SEXUAL DYSFUNCTION,Obstetrician,SexualFunctionConditions
POSTPARTUM SLEEP DISTURBANCES,Obstetrician,InsomniaAndOtherSleepDisorders
POSTPARTUM THORACIC PAIN,Obstetrician,ChestPain
POSTPARTUM URINARY RETENTION,Obstetrician,UrinaryRetention
POSTPARTUM UTERINE CRAMPING,Obstetrician,PelvicPain
POSTPRANDIAL TACHYCARDIA SYNDROME (POTS),Obstetrician,CardiovascularOther
POSTPRANDIAL TACHYCARDIA SYNDROME (PPTS),Obstetrician,CardiovascularOther
POSTRENAL AZOTEMIA,Obstetrician,AcuteKidneyInjury
POSTURAL OR MECHANICAL CAUSES OF HEIGHT LOSS,Orthopedist,OrthopedicConditionsOther
POSTURAL OR MUSCULOSKELETAL ISSUES,Orthopedist,OrthopedicConditionsOther
POSTURAL ORTHOSTATIC TACHYCARDIA SYNDROME (POTS) EXACERBATION,CardiovascularSpecialist,CardiovascularOther
POSTURAL RELATED PAIN,Orthopedist,Painsyndrome
POSTURAL SYNDROME,CardiovascularSpecialist,CardiovascularOther
POSTURAL TACHYCARDIA SYNDROME,CardiovascularSpecialist,CardiovascularOther
POSTURE-RELATED DISCOMFORT,Orthopedist,Painsyndrome
POSTURE-RELATED PAIN,Orthopedist,Painsyndrome
POTENTIAL MEDICATION RISKS,Generalist,Generalist
POTS-RELATED HEADACHE,CardiovascularSpecialist,HeadacheOther
PRADER-WILLI SYNDROME,Endocrinologist,EndocrinologyOther
PRADER-WILLI SYNDROME (PWS),Endocrinologist,EndocrinologyOther
PRE-EXISTING CONDITION AGGRAVATED BY MEDICATION,Generalist,AdverseReactionToMedication
PRE-EXISTING CONDITIONS,Generalist,Generalist
PREAURICULAR SINUS INFECTION,Otolaryngologist,Sinusitis
PREDNISOLONE SIDE EFFECTS,AdverseReactionSpecialist,AdverseReactionToMedication
PREDNISOLONE-INDUCED IMPOTENCE,AdverseReactionSpecialist,AdverseReactionToMedication
PREDNISONE SIDE EFFECTS,AdverseReactionSpecialist,AdverseReactionToMedication
PREGNANCY COMPLICATIONS,Obstetrician,PregnancyConditions
PREGNANCY RHINITIS,Otolaryngologist,Rhinitis
PREGNANCY WITH A TWIN OR MULTIPLE GESTATION,Obstetrician,PregnancyConditions
PREGNANCY WITHOUT COMPLICATIONS,Gynecologist,Generalist
PREGNANCY-RELATED ANEMIA,Hematologist,Anemia
PREGNANCY-RELATED COMPLICATIONS,Obstetrician,PregnancyConditions
PREGNANCY-RELATED FATIGUE AND MORNING SICKNESS,Obstetrician,Fatigue
PREGNANCY-RELATED GASTROINTESTINAL CHANGES,Obstetrician,GastrointestinalDistressSx
PREGNANCY-RELATED ITCHING,Obstetrician,Pruritus
PREGNANCY-RELATED NAUSEA,Obstetrician,GastrointestinalDistressSx
PREGNANCY-RELATED SCIATICA,Orthopedist,BackPain
PREGNANCY-RELATED SKIN CHANGES,Dermatologist,DermatologyConditionsOther
PREGNANCY:,Obstetrician,PregnancyConditions
PREMATURE AGING SYNDROME,Generalist,Generalist
PREMATURE ATRIAL CONTRACTIONS,CardiovascularSpecialist,Arrhythmias
PREMATURE BIRTH COMPLICATIONS,Pediatrician,BirthDefect
PREMATURE FUSION OF THE CRANIUM,Pediatrician,BirthDefect
PREMATURE GRAYING,Dermatologist,DermatologyConditionsOther
PREMATURE INFANT NUTRITION ISSUES,Pediatrician,PediatricOther
PREMATURITY,Pediatrician,PediatricOther
PREMENSTRUAL SYNDROME (PMS) RELATED BACK PAIN,Gynecologist,Menstrual Conditions
PREP FAILURE,InfectiousDiseaseSpecialist,HIV_AIDS
PREPATELLAR BURSITIS,Orthopedist,Bursitis
PRERENAL AZOTEMIA,RenalSpecialist,AcuteKidneyInjury
PRESEPTAL CELLULITIS,Ophthalmologist,SkinInfections
PRESSURE NEUROPATHY,Neurologist,Neuropathy
PRESSURE SORES,Dermatologist,SkinUlcer
PRESSURE ULCERS,Dermatologist,SkinUlcer
PRESSURE ULCERS (BEDSORES),Dermatologist,SkinUlcer
PRESSURE-RELATED PAIN FROM WEARING A BIKE HELMET,Generalist,HeadacheOther
PRETERM BIRTH,Pediatrician,PediatricOther
PREVIOUS KNEE INJURY,Orthopedist,Knee Conditions
PREVIOUS PREGNANCY,Obstetrician,PregnancyConditions
PREVIOUS UTERINE SURGERY,Gynecologist,GynecologyOther
PREY DRIVE INSTINCT,Generalist,Generalist
PRIMARY BLADDER NECK OBSTRUCTION (PBNO),Urologist,UrinaryRetention
PRIMARY ERYTHROMELALGIA,Neurologist,NeurologyConditionsOther
PRIMARY EXERTIONAL HEADACHE,Neurologist,HeadacheOther
PRIMARY HEADACHE DISORDER,Neurologist,NeurologyConditionsOther
PRIMARY HYPERTENSION,CardiovascularSpecialist,Hypertension
PRIMARY IMMUNODEFICIENCY DISORDER,Allergist,ImmunodeficiencyCondition
PRIMARY INSOMNIA,Psychiatrist,InsomniaAndOtherSleepDisorders
PRIMARY LYMPHEDEMA,Dermatologist,DermatologyConditionsOther
PRIMARY OPEN-ANGLE GLAUCOMA,Ophthalmologist,Glaucoma
PRIMARY OR SECONDARY MICROPENIS,Urologist,UrologyOther
PRIMARY OVARIAN INSUFFICIENCY (POI),Gynecologist,GynecologyOther
PRIMARY POLYDIPSIA,Psychiatrist,PsychiatryOther
PRIMARY RAYNAUD'S DISEASE,Rheumatologist,Vasculitis
PRIMARY SCLEROSING CHOLANGITIS,Gastroenterologist,BiliaryIssues
PRIMARY SCLEROSING CHOLANGITIS (PSC),Gastroenterologist,BiliaryIssues
PRIMARY SEXUAL HEADACHE,Neurologist,HeadacheOther
PRIMARY STABBING HEADACHE,Neurologist,HeadacheOther
PRIMARY TESTICULAR FAILURE,Endocrinologist,EndocrinologyOther
PROBIOTIC-INDUCED DIARRHEA,Gastroenterologist,Diarrhea
PRODUCT BUILDUP,Generalist,Generalist
PRODUCT PILING,Generalist,Generalist
PRODUCT REACTION,Generalist,Generalist
PRODUCT RESISTANCE,Dermatologist,DermatologyConditionsOther
PRODUCT-INDUCED ACNE,Dermatologist,Acne
PRODUCT-INDUCED BREAKOUT,Dermatologist,Acne
PROGESTERONE-INDUCED THROMBOSIS,CardiovascularSpecialist,DVT
PROGNATHISM,Dentist,Malocclusion
PROGRESSIVE MUSCULAR ATROPHY (PMA),Neurologist,MotorNeuronDisorderOther
PROLAPSED UMBILICAL CORD,Obstetrician,PregnancyConditions
PROLONGED OR HEAVY MENSTRUAL BLEEDING,Gynecologist,AbnormalUterineBleeding
PROLONGED OR PERSISTENT BLEEDING AFTER MEDICAL ABORTION,Gynecologist,AbnormalUterineBleeding
PROLONGED PREGNANCY,Obstetrician,PregnancyConditions
PROLONGED SITTING AND STANDING,Orthopedist,OrthopedicConditionsOther
PROLONGED SITTING OR STANDING,Orthopedist,OrthopedicConditionsOther
PROLONGED SITTING-RELATED BUTTOCK PAIN,Orthopedist,OrthopedicConditionsOther
PROLONGED SITTING-RELATED LOWER BACK PAIN,Orthopedist,BackPain
PROSTATE BLEEDING,Urologist,UrologyMenOther
PROSTATE CYST,Urologist,UrologyMenOther
PROSTATE ENLARGEMENT (BPH),Urologist,BenignProstaticHyperplasia
PROSTATE INJURY,Urologist,UrologyMenOther
PROSTATE ISSUES,Urologist,UrologyMenOther
PROSTATE SIMPLE CYST,Urologist,UrologyMenOther
PROSTATIC ADENOCARCINOMA,Urologist,ProstateCancer
PROSTATIC FLUID DISCHARGE,Urologist,UrologyMenOther
PROSTATODYNIA,Urologist,UrologyMenOther
PROTANOPIA,Ophthalmologist,OphthalmologyOther
PROTEIN ALLERGY,Allergist,AllergicReaction
PROTEIN OVERLOAD,Generalist,Generalist
PROTON PUMP INHIBITOR (PPI) SIDE EFFECTS,Gastroenterologist,AdverseReactionToMedication
PROTRUSION OF LOWER TEETH,Dentist,Malocclusion
PRURITIC URTICARIAL PAPULES AND PLAQUES OF PREGNANCY,Dermatologist,Hives
PRURITUS (ITCHING),Dermatologist,Pruritus
PRURITUS (ITCHY SKIN),Dermatologist,Pruritus
PRURITUS GRAVIDARUM,Obstetrician,Pruritus
PRURITUS WITHOUT RASH,Dermatologist,Pruritus
PSEUDOCYST,Gastroenterologist,Pancreatitis
PSEUDOGYNAECOMASTIA,Endocrinologist,Gynecomastia
PSEUDOMONAS AERUGINOSA INFECTION,InfectiousDiseaseSpecialist,BacterialInfections
PSEUDOMONAS BACTERIAL INFECTION,InfectiousDiseaseSpecialist,BacterialInfections
PSEUDOMONAS FOLLICULITIS,Dermatologist,SkinInfections
PSOAS ABSCESS,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
PSORIASIS (NAIL PSORIASIS),Dermatologist,Psoriasis
PSORIATIC ARTHRITIS (PSA),Rheumatologist,PsoriaticArthritis
PSYCHOGENIC DYSPHONIA,Otolaryngologist,VoiceDisorders
PSYCHOGENIC ERECTILE DYSFUNCTION,Urologist,ErectileDysfunction
PSYCHOGENIC ERECTION,Urologist,ErectileDysfunction
PSYCHOGENIC ERECTIONS,Urologist,ErectileDysfunction
PSYCHOGENIC PAIN,Generalist,Painsyndrome
PSYCHOGENIC TREMOR,Neurologist,MovementDisorderOther
PSYCHOGENIC URINARY INCONTINENCE,Urologist,Incontinence
PSYCHOLOGICAL DEPENDENCE ON SMOKING,SubstanceUseDisorderSpecialist,SubstanceUseOther
PSYCHOLOGICAL DEPENDENCE ON VAPING,SubstanceUseDisorderSpecialist,SubstanceUseOther
PSYCHOLOGICAL FACTORS CONTRIBUTING TO ERECTILE DYSFUNCTION,Urologist,ErectileDysfunction
PSYCHOLOGICAL FACTORS CONTRIBUTING TO FATIGUE,Generalist,Fatigue
PSYCHOLOGICAL OR EMOTIONAL FACTORS,Psychiatrist,MoodDisorderOther
PSYCHOLOGICAL PERCEPTION,Psychiatrist,PsychiatryOther
PSYCHOLOGICAL PREMATURE EJACULATION,Urologist,SexualFunctionConditions
PSYCHOSOCIAL SHORT STATURE,Endocrinologist,GrowthHormoneDisorders
PSYCHOTIC DEPRESSION,Psychiatrist,Depression
PUBERTAL GROWTH SPURT,Pediatrician,NormalFunction
PUBERTY-RELATED CHANGES,Pediatrician,NormalFunction
PUBIC BONE FRACTURE,Orthopedist,Fractures
PULMONARY ARTERIOVENOUS MALFORMATION (PAVM),Pulmonologist,PulmonologyOther
PULMONARY INFECTION,InfectiousDiseaseSpecialist,RespiratoryTractInfections
PULMONARY INFLAMMATION,Pulmonologist,PulmonologyOther
PULMONARY METASTASIS,Pulmonologist,Cancer_Other
PULMONARY VALVE ATRESIA,CardiovascularSpecialist,ValvularHeartDisease
PULMONARY VALVE REGURGITATION,CardiovascularSpecialist,ValvularHeartDisease
PULMONARY VALVE STENOSIS,CardiovascularSpecialist,ValvularHeartDisease
PULP NECROSIS,Dentist,DentalCaries
PUNCTURE WOUND,Generalist,SkinInfections
PUPPP (PRURITIC URTICARIAL PAPULES AND PLAQUES OF PREGNANCY),Dermatologist,Hives
PURGING FROM ADAPALENE,Dermatologist,AdverseReactionToMedication
PURGING PHASE,Psychiatrist,EatingDisorders
PURGING REACTION,Psychiatrist,EatingDisorders
PYODERMA,Dermatologist,SkinInfections
PYODERMA FACIALE,Dermatologist,SkinInfections
PYOMYOSITIS,InfectiousDiseaseSpecialist,SkinAndSoftTissueInfections
PYORRHEA,Dentist,PeriodontalDisease
PYRODERMA,Dermatologist,SkinUlcer
PYRORESPIRATORY SYNDROME,Pulmonologist,PulmonologyOther
QUETIAPINE OVERDOSE,Psychiatrist,AdverseReactionToMedication
RABIES ANXIETY,Psychiatrist,AnxietyDisorders
RADIAL HEAD SUBLUXATION,Orthopedist,Fractures
RADIAL TEAR IN THE BODY OF THE LATERAL MENISCUS AND CONTUSION AT MENISCOCAPSULAR JUNCTION OF THE POSTERIOR HORN OF THE MEDIAL MENISCUS,Orthopedist,Knee Conditions
RADIATION BURNS,Dermatologist,RadiationSideeffects
RADIATION DERMATITIS,Dermatologist,RadiationSideeffects
RADIATION PNEUMONITIS,Pulmonologist,RadiationSideeffects
RADIATION POISONING,AdverseReactionSpecialist,RadiationSideeffects
RADIATION THERAPY SIDE EFFECTS,Generalist,RadiationSideeffects
RADIATION-INDUCED CATARACTS,Ophthalmologist,RadiationSideeffects
RADIATION-INDUCED HEADACHE,Neurologist,RadiationSideeffects
RADIATION-INDUCED IMMUNE SUPPRESSION,InfectiousDiseaseSpecialist,RadiationSideeffects
RADIATION-INDUCED INSOMNIA,Psychiatrist,RadiationSideeffects
RADIATION-INDUCED MUCOSITIS,Generalist,RadiationSideeffects
RADIATION-INDUCED NAUSEA,Gastroenterologist,RadiationSideeffects
RADIATION-INDUCED NAUSEA AND VOMITING,Gastroenterologist,RadiationSideeffects
RADIATION-INDUCED SLEEP DISORDERS,Neurologist,RadiationSideeffects
RAMBUTAN ALLERGY,Allergist,AllergicReaction
RANDOM FATIGUE,Generalist,Fatigue
RAPID GROWTH OR STRETCHING OF THE SKIN,Dermatologist,DermatologyConditionsOther
RAPID WEIGHT GAIN,Endocrinologist,Obesity
RAPID WEIGHT GAIN/LOSS-RELATED STRETCH MARKS,Dermatologist,DermatologyConditionsOther
RAYNAUD'S SYNDROME,Rheumatologist,Vasculitis
RAZOR BUMPS,Dermatologist,Irritation_PhysicalContact
RAZOR CUT INFECTION,InfectiousDiseaseSpecialist,SkinAndSoftTissueInfections
REACTIVE LEUKOCYTOSIS,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
REACTIVE LYMPHOCYTOSIS,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
REACTIVE MONOCYTOSIS,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
RECEDING GUMS,Dentist,PeriodontalDisease
RECENT ANTIBIOTIC USE,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
RECTAL BLEEDING FROM OTHER CAUSES,Gastroenterologist,GastrointestinalBleeding
RECTAL IRRITATION,Gastroenterologist,AnalandRectalConditions
RECTAL OR ANAL FISSURE,Gastroenterologist,AnalandRectalConditions
RECTAL POLYP,Gastroenterologist,GastrointestinalPolyps
RECTAL TRAUMA,Gastroenterologist,AnalandRectalConditions
RECURRENCE OF BRAIN TUMOR,Neurologist,BrainTumors
RECURRENCE OF LYMPH NODE TUBERCULOSIS,InfectiousDiseaseSpecialist,Tuberculosis
RECURRENCE OF PERIANAL ABSCESS,Gastroenterologist,AnalandRectalConditions
RECURRENCE OF PILONIDAL CYST,Dermatologist,SkinInfections
RECURRENT ABSCESS,Generalist,InfectiousDiseasesOther
RECURRENT ACNE,Dermatologist,Acne
RECURRENT ANAL WARTS,Dermatologist,Warts
RECURRENT ATRIAL TACHYCARDIA,CardiovascularSpecialist,Arrhythmias
RECURRENT BACK PAIN,Orthopedist,BackPain
RECURRENT CLOTTING,Hematologist,ThrombosisAndClottingDisorders
RECURRENT COLON CANCER,Gastroenterologist,ColorectalCancer
RECURRENT DISC HERNIATION,Orthopedist,BackPain
RECURRENT E. COLI INFECTION,InfectiousDiseaseSpecialist,BacterialInfections
RECURRENT EAR INFECTION,Otolaryngologist,EarInfections
RECURRENT EPISCLERITIS,Ophthalmologist,EyeConjunctivalConditionOther
RECURRENT EXOTROPIA AFTER STRABISMUS SURGERY,Ophthalmologist,EyeMisalignment
RECURRENT FRACTURE,Orthopedist,Fractures
RECURRENT GONORRHEA,InfectiousDiseaseSpecialist,STIs
RECURRENT H. PYLORI INFECTION,Gastroenterologist,PepticUlcers
RECURRENT HERPES LABIALIS,Dermatologist,SkinInfections
RECURRENT HERPES LABIALIS (COLD SORE),Dermatologist,SkinInfections
RECURRENT HERPES SIMPLEX INFECTION,InfectiousDiseaseSpecialist,STIs
RECURRENT HERPES ZOSTER,Dermatologist,SkinInfections
RECURRENT IDIOPATHIC PERICARDITIS,CardiovascularSpecialist,PericardialDiseases
RECURRENT INFECTION,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
RECURRENT INGUINAL HERNIA,Generalist,HerniaDisorders
RECURRENT KIDNEY INFECTION,Urologist,UTIs
RECURRENT KIDNEY STONES,Urologist,KidneyStones
RECURRENT LYMPHOMA,Hematologist,Lymphoma
RECURRENT NASAL POLYPS,Otolaryngologist,NasalPolyps
RECURRENT ORAL CANCER,Otolaryngologist,Cancer_HeadandNeck
RECURRENT PERIANAL ABSCESS,Gastroenterologist,SkinAndSoftTissueInfections
RECURRENT PHIMOSIS,Urologist,UrologyMenOther
RECURRENT PILONIDAL ABSCESS,Gastroenterologist,SkinAndSoftTissueInfections
RECURRENT PILONIDAL SINUS,Gastroenterologist,GastroenterologyOther
RECURRENT PREAURICULAR SINUS INFECTION,Otolaryngologist,Sinusitis
RECURRENT SACROCOCCYGEAL CYST,Dermatologist,SkinInfections
RECURRENT SHOULDER DISLOCATION,Orthopedist,Dislocation
RECURRENT TYPHOID,InfectiousDiseaseSpecialist,BacterialInfections
RECURRENT URETHRAL STRICTURE,Urologist,UrologyMenOther
RECURRENT VAGINAL CANDIDIASIS,Gynecologist,VaginalInfections
RECURRENT VERRUCA VULGARIS,Dermatologist,Warts
RECURRENT VIRAL INFECTION,InfectiousDiseaseSpecialist,RespiratoryTractInfections-upper-viral
RECURRENT VULVOVAGINAL CANDIDIASIS (RVVC),Gynecologist,VaginalInfections
RECURRENT VULVOVAGINAL CANDIDIASIS (THRUSH),Gynecologist,VaginalInfections
RECURRENT WARTS,Dermatologist,Warts
RECURRENT YEAST INFECTIONS,Gynecologist,VaginalInfections
RED SCROTUM SYNDROME,Dermatologist,DermatologyConditionsOther
REDUCED FLEXIBILITY AND RANGE OF MOTION,Orthopedist,OrthopedicConditionsOther
REDUCED SEXUAL DESIRE,Generalist,SexualFunctionConditions
REFERRED PAIN FROM TEMPOROMANDIBULAR JOINT (TMJ) DISORDER,Dentist,TemporomandibularJointDisordersDental
REFLUX,Gastroenterologist,GERD
REFLUX ESOPHAGITIS,Gastroenterologist,GERD
REFLUX LARYNGITIS,Otolaryngologist,Laryngitis
REFRACTORY PERIOD,CardiovascularSpecialist,Arrhythmias
REGULAR MENSTRUAL CYCLE,Gynecologist,NormalFunction
REJECTION SENSITIVITY,Psychiatrist,PsychiatryOther
RELAPSE OF NEPHROTIC SYNDROME,RenalSpecialist,NephroticSyndrome
RELAPSE OF ORTHODONTIC TREATMENT,Dentist,DentalDisordersOther
